season,episode,speaker,symptom,test,drug,procedure,intent,diagnosis_stage,sarcasm,emotion,organ,correct_prediction,model_prediction,text,medical_entities,symptom_list,test_list,drug_list,procedure_list,organ_list,near_dup_cluster,source_intent,source_emotion,source_diagnosis_stage,prev_text_1,prev_text_2,feature_text,is_augmented
3,1,House,sıvı birikimi,O2 maskesi,,tendon ameliyatı,diğer,tedavi,0,nötr,akciğer,Addison hastalığı,,"Akciğerlerinde sıvı var,"" oksijen maskesi verin",[],sıvı birikimi,O2 maskesi,,tendon ameliyatı,akciğer,,diğer,nötr,tedavi,Sekiz yıldır tekerlekli sandalyede olduğu için kasları atrofiye uğramış; ağrısı olabilir.,Beyin kanseri vardı ve ameliyat olmuş; geriye tanı koyacak çok az şey kalmış.,"[SPEAKER=House] [SYMPTOM=sıvı birikimi] [TEST=O2 maskesi] [PROCEDURE=tendon ameliyatı] [ORGAN=akciğer] [PREV=Beyin kanseri vardı ve ameliyat olmuş; geriye tanı koyacak çok az şey kalmış. || Sekiz yıldır tekerlekli sandalyede olduğu için kasları atrofiye uğramış; ağrısı olabilir.] [TEXT=Akciğerlerinde sıvı var,"" oksijen maskesi verin]",False
3,1,Foreman,,MRI,,,hipotez,hipotez,0,nötr,omurilik,iskorbüt,,Transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir.,"[{""text"": ""transvers miyelit"", ""type"": ""Disease""}, {""text"": ""disk şişliği"", ""type"": ""Symptom""}, {""text"": ""MRI"", ""type"": ""Test""}]",,MRI,,,omurilik,,hipotez,nötr,hipotez,Bu MS değil; baş aşağı durmadan önce hiçbir semptomu yoktu.,Bu tablo MS olabilir.,[SPEAKER=Foreman] [TEST=MRI] [ORGAN=omurilik] [PREV=Bu tablo MS olabilir. || Bu MS değil; baş aşağı durmadan önce hiçbir semptomu yoktu.] [TEXT=Transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir.],False
3,1,Chase,,MRI,,,açıklama,değerlendirme,0,nötr,omurilik,iskorbüt,,MRI bu olasılığı desteklemiyor.,"[{""text"": ""MRI"", ""type"": ""Test""}]",,MRI,,,omurilik,,açıklama,nötr,değerlendirme,Transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir.,Bu MS değil; baş aşağı durmadan önce hiçbir semptomu yoktu.,[SPEAKER=Chase] [TEST=MRI] [ORGAN=omurilik] [PREV=Bu MS değil; baş aşağı durmadan önce hiçbir semptomu yoktu. || Transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir.] [TEXT=MRI bu olasılığı desteklemiyor.],False
3,1,House,,EMG,,,diğer,test,0,nötr,omurga,iskorbüt,,Sorunun kaynağının uzuvlarda mı omurgada mı olduğunu görmek için EMG yapın.,"[{""text"": ""EMG"", ""type"": ""Test""}, {""text"": ""omurga"", ""type"": ""Anatomy""}]",,EMG,,,omurga,,diğer,nötr,test,MRI bu olasılığı desteklemiyor.,Transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir.,[SPEAKER=House] [TEST=EMG] [ORGAN=omurga] [PREV=Transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir. || MRI bu olasılığı desteklemiyor.] [TEXT=Sorunun kaynağının uzuvlarda mı omurgada mı olduğunu görmek için EMG yapın.],False
3,1,House,,,,,açıklama,hipotez,0,nötr,akciğer,iskorbüt,,Sigara içmesi durumu açıklamaz; akciğerler yerine başka bir şeye bakmalıyız.,"[{""text"": ""sigara"", ""type"": ""Drug""}, {""text"": ""akciğer"", ""type"": ""Anatomy""}]",,,,,akciğer,,açıklama,nötr,hipotez,Hareket ettiğine göre tamamen felç değil.,EMG sırasında iletim iğnesini yerleştirir yerleştirmez hasta irkildi.,[SPEAKER=House] [ORGAN=akciğer] [PREV=EMG sırasında iletim iğnesini yerleştirir yerleştirmez hasta irkildi. || Hareket ettiğine göre tamamen felç değil.] [TEXT=Sigara içmesi durumu açıklamaz; akciğerler yerine başka bir şeye bakmalıyız.],False
3,1,Cameron,"göğüs sıkışması,"" nefes darlığı",,,,açıklama,değerlendirme,0,kaygı,akciğer,iskorbüt,,Göğsünde sıkışma var ve nefes alamıyor,[],"göğüs sıkışması, "" nefes darlığı",,,,akciğer,,açıklama,kaygı,değerlendirme,"Ayağını ateşten çekti; bu,"" motor fonksiyonun korunduğunu gösterir.""",Sigara içmesi durumu açıklamaz; akciğerler yerine başka bir şeye bakmalıyız.,"[SPEAKER=Cameron] [SYMPTOM=göğüs sıkışması, "" nefes darlığı] [ORGAN=akciğer] [PREV=Sigara içmesi durumu açıklamaz; akciğerler yerine başka bir şeye bakmalıyız. || Ayağını ateşten çekti; bu,"" motor fonksiyonun korunduğunu gösterir.""] [TEXT=Göğsünde sıkışma var ve nefes alamıyor]",False
3,1,Foreman,,,,,hipotez,hipotez,0,nötr,,iskorbüt,,Enfeksiyöz bir süreç olabilir; tüberküloz da düşünülmeli.,"[{""text"": ""enfeksiyon"", ""type"": ""Disease""}, {""text"": ""tüberküloz"", ""type"": ""Disease""}]",,,,,,,hipotez,nötr,hipotez,Ekoda yapısal anormallik görünmedi.,Göğse iğneyle girip kalbin çevresindeki kanı boşaltmalıyız.,[SPEAKER=Foreman] [PREV=Göğse iğneyle girip kalbin çevresindeki kanı boşaltmalıyız. || Ekoda yapısal anormallik görünmedi.] [TEXT=Enfeksiyöz bir süreç olabilir; tüberküloz da düşünülmeli.],False
3,1,Cameron,,,,,hipotez,hipotez,0,nötr,damar,iskorbüt,,"Vaskülit,"" efüzyonu açıklayabilir.","[{""text"": ""vaskülit"", ""type"": ""Disease""}, {""text"": ""efüzyon"", ""type"": ""Symptom""}]",,,,,damar,,hipotez,nötr,hipotez,Enfeksiyöz bir süreç olabilir; tüberküloz da düşünülmeli.,Ekoda yapısal anormallik görünmedi.,"[SPEAKER=Cameron] [ORGAN=damar] [PREV=Ekoda yapısal anormallik görünmedi. || Enfeksiyöz bir süreç olabilir; tüberküloz da düşünülmeli.] [TEXT=Vaskülit,"" efüzyonu açıklayabilir.]",False
3,1,Foreman,,,,,hipotez,hipotez,0,nötr,omurga,iskorbüt,,Omurgada vasküler bir tümör olabilir.,"[{""text"": ""vasküler tümör"", ""type"": ""Disease""}, {""text"": ""omurga"", ""type"": ""Anatomy""}]",,,,,omurga,,hipotez,nötr,hipotez,"Felç taklit değilse,"" görünen paralizi gerçek bir nörolojik belirti olabilir.","Vaskülit,"" efüzyonu açıklayabilir.","[SPEAKER=Foreman] [ORGAN=omurga] [PREV=Vaskülit,"" efüzyonu açıklayabilir. || Felç taklit değilse,"" görünen paralizi gerçek bir nörolojik belirti olabilir.] [TEXT=Omurgada vasküler bir tümör olabilir.]",False
3,1,House,,ameliyat,,,diğer,test,0,nötr,omurga,iskorbüt,,Omurgayı açıp doğrudan incelemeliyiz.,"[{""text"": ""ameliyat"", ""type"": ""Procedure""}, {""text"": ""omurga"", ""type"": ""Anatomy""}]",,ameliyat,,,omurga,,diğer,nötr,test,Baştan ayağa tarandı ve hiçbir şey bulunmadı.,Trombositleri normal.,[SPEAKER=House] [TEST=ameliyat] [ORGAN=omurga] [PREV=Trombositleri normal. || Baştan ayağa tarandı ve hiçbir şey bulunmadı.] [TEXT=Omurgayı açıp doğrudan incelemeliyiz.],False
3,1,House,kalp hızı artışı,,morfin,,açıklama,değerlendirme,0,nötr,kalp,Addison hastalığı,,Kalp hızı biraz yüksek; ameliyat sonrası ağrı için morfini artıracağım.,"[{""text"": ""kalp hızı artışı"", ""type"": ""Symptom""}, {""text"": ""morfin"", ""type"": ""Drug""}, {""text"": ""kalp"", ""type"": ""Anatomy""}]",kalp hızı artışı,,morfin,,kalp,,açıklama,nötr,değerlendirme,Omurgayı açıp doğrudan incelemeliyiz.,Baştan ayağa tarandı ve hiçbir şey bulunmadı.,[SPEAKER=House] [SYMPTOM=kalp hızı artışı] [DRUG=morfin] [ORGAN=kalp] [PREV=Baştan ayağa tarandı ve hiçbir şey bulunmadı. || Omurgayı açıp doğrudan incelemeliyiz.] [TEXT=Kalp hızı biraz yüksek; ameliyat sonrası ağrı için morfini artıracağım.],False
3,1,Cuddy,,,morfin,,diğer,tedavi,0,nötr,,Addison hastalığı,,Diğer hastandaki morfin dozunu düşür.,"[{""text"": ""morfin"", ""type"": ""Drug""}]",,,morfin,,,,diğer,nötr,tedavi,Morfini artırınca kalp hızı düştü; demek ki doğru karar verdim.,Kalp hızı biraz yüksek; ameliyat sonrası ağrı için morfini artıracağım.,[SPEAKER=Cuddy] [DRUG=morfin] [PREV=Kalp hızı biraz yüksek; ameliyat sonrası ağrı için morfini artıracağım. || Morfini artırınca kalp hızı düştü; demek ki doğru karar verdim.] [TEXT=Diğer hastandaki morfin dozunu düşür.],False
3,1,Foreman,iskorbüt belirtileri,,C vitamini,,tanı,kesin_tanı,0,nötr,"kas, saç, "" tırnak",iskorbüt,,Kollarındaki ve bacaklarındaki dokular kanla dolmuş,[],iskorbüt belirtileri,,C vitamini,,"kas, saç, "" tırnak",,tanı,nötr,kesin_tanı,Diğer hastandaki morfin dozunu düşür.,Morfini artırınca kalp hızı düştü; demek ki doğru karar verdim.,"[SPEAKER=Foreman] [SYMPTOM=iskorbüt belirtileri] [DRUG=C vitamini] [ORGAN=kas, saç, "" tırnak] [PREV=Morfini artırınca kalp hızı düştü; demek ki doğru karar verdim. || Diğer hastandaki morfin dozunu düşür.] [TEXT=Kollarındaki ve bacaklarındaki dokular kanla dolmuş]",False
3,1,Foreman,,,C vitamini,,tedavi,tedavi,0,nötr,,iskorbüt,,C vitamini eksikliği var; portakal suyu içmesi gerekiyor.,"[{""text"": ""C vitamini eksikliği"", ""type"": ""Disease""}, {""text"": ""C vitamini"", ""type"": ""Drug""}]",,,C vitamini,,,,tedavi,nötr,tedavi,Kollarındaki ve bacaklarındaki dokular kanla dolmuş,Diğer hastandaki morfin dozunu düşür.,[SPEAKER=Foreman] [DRUG=C vitamini] [PREV=Diğer hastandaki morfin dozunu düşür. || Kollarındaki ve bacaklarındaki dokular kanla dolmuş] [TEXT=C vitamini eksikliği var; portakal suyu içmesi gerekiyor.],False
3,1,House,,,,,açıklama,hipotez,0,nötr,beyin,Addison hastalığı,,Sekiz yıllık öykü yeniden incelenirse gözden kaçan nörolojik bir ipucu bulunabilir.,"[{""text"": ""nörolojik"", ""type"": ""Symptom""}, {""text"": ""beyin"", ""type"": ""Anatomy""}]",,,,,beyin,,değerlendirme,nötr,hipotez,C vitamini eksikliği var; portakal suyu içmesi gerekiyor.,Kollarındaki ve bacaklarındaki dokular kanla dolmuş,[SPEAKER=House] [ORGAN=beyin] [PREV=Kollarındaki ve bacaklarındaki dokular kanla dolmuş || C vitamini eksikliği var; portakal suyu içmesi gerekiyor.] [TEXT=Sekiz yıllık öykü yeniden incelenirse gözden kaçan nörolojik bir ipucu bulunabilir.],False
3,1,Foreman,nörolojik sorunlar,,,,açıklama,değerlendirme,0,nötr,sinir sistemi,Addison hastalığı,,Hastanın nörolojik sorunları da olmuştu.,"[{""text"": ""nörolojik sorunlar"", ""type"": ""Symptom""}]",nörolojik sorunlar,,,,sinir sistemi,,açıklama,nötr,değerlendirme,2002 yılında hastada göz kuruluğu vardı.,Sekiz yıllık öykü yeniden incelenirse gözden kaçan nörolojik bir ipucu bulunabilir.,[SPEAKER=Foreman] [SYMPTOM=nörolojik sorunlar] [ORGAN=sinir sistemi] [PREV=Sekiz yıllık öykü yeniden incelenirse gözden kaçan nörolojik bir ipucu bulunabilir. || 2002 yılında hastada göz kuruluğu vardı.] [TEXT=Hastanın nörolojik sorunları da olmuştu.],False
3,1,Foreman,"ateş,"" sık idrara çıkma",,,,hipotez,hipotez,0,nötr,üriner sistem,Addison hastalığı,,Ateş ve sık idrara çıkma prostatiti düşündürebilir.,"[{""text"": ""ateş"", ""type"": ""Symptom""}, {""text"": ""sık idrara çıkma"", ""type"": ""Symptom""}, {""text"": ""prostatit"", ""type"": ""Disease""}]","ateş, "" sık idrara çıkma",,,,üriner sistem,,hipotez,nötr,hipotez,Baş ağrıları artınca kafa taraması yapıldı ve tümör bulundu.,Hastanın nörolojik sorunları da olmuştu.,"[SPEAKER=Foreman] [SYMPTOM=ateş, "" sık idrara çıkma] [ORGAN=üriner sistem] [PREV=Hastanın nörolojik sorunları da olmuştu. || Baş ağrıları artınca kafa taraması yapıldı ve tümör bulundu.] [TEXT=Ateş ve sık idrara çıkma prostatiti düşündürebilir.]",False
3,1,Foreman,"ateş,"" sık idrara çıkma",,,,hipotez,hipotez,0,nötr,üriner sistem,Addison hastalığı,,Bu tablo idrar yolu enfeksiyonu da olabilir.,"[{""text"": ""ateş"", ""type"": ""Symptom""}, {""text"": ""sık idrara çıkma"", ""type"": ""Symptom""}, {""text"": ""idrar yolu enfeksiyonu"", ""type"": ""Disease""}]","ateş, "" sık idrara çıkma",,,,üriner sistem,,hipotez,nötr,hipotez,Ateş ve sık idrara çıkma prostatiti düşündürebilir.,Baş ağrıları artınca kafa taraması yapıldı ve tümör bulundu.,"[SPEAKER=Foreman] [SYMPTOM=ateş, "" sık idrara çıkma] [ORGAN=üriner sistem] [PREV=Baş ağrıları artınca kafa taraması yapıldı ve tümör bulundu. || Ateş ve sık idrara çıkma prostatiti düşündürebilir.] [TEXT=Bu tablo idrar yolu enfeksiyonu da olabilir.]",False
3,1,Chase,,lökosit sayımı,,,açıklama,değerlendirme,0,nötr,kan,Addison hastalığı,,"Lökosit sayısı normal,"" enfeksiyon lehine değil.","[{""text"": ""lökosit sayımı"", ""type"": ""Test""}, {""text"": ""enfeksiyon"", ""type"": ""Disease""}]",,lökosit sayımı,,,kan,,açıklama,nötr,değerlendirme,Bu tablo idrar yolu enfeksiyonu da olabilir.,Ateş ve sık idrara çıkma prostatiti düşündürebilir.,"[SPEAKER=Chase] [TEST=lökosit sayımı] [ORGAN=kan] [PREV=Ateş ve sık idrara çıkma prostatiti düşündürebilir. || Bu tablo idrar yolu enfeksiyonu da olabilir.] [TEXT=Lökosit sayısı normal,"" enfeksiyon lehine değil.]",False
3,1,House,,üst endoskopik ultrason,,,diğer,test,0,nötr,pankreas,Addison hastalığı,,Üst endoskopik ultrason yapın.,"[{""text"": ""üst endoskopik ultrason"", ""type"": ""Test""}, {""text"": ""pankreas"", ""type"": ""Anatomy""}]",,üst endoskopik ultrason,,,pankreas,,diğer,nötr,test,"Ağrı,"" ateş ve sık idrara çıkma birlikte pankreatik kisti düşündürebilir.","Lökosit sayısı normal,"" enfeksiyon lehine değil.","[SPEAKER=House] [TEST=üst endoskopik ultrason] [ORGAN=pankreas] [PREV=Lökosit sayısı normal,"" enfeksiyon lehine değil. || Ağrı,"" ateş ve sık idrara çıkma birlikte pankreatik kisti düşündürebilir.] [TEXT=Üst endoskopik ultrason yapın.]",False
3,1,Foreman,,,,trakeotomi,açıklama,başlangıç,0,kaygı,boğaz,Addison hastalığı,,Boyun kaslarındaki dejenerasyon nedeniyle skop boğazı çökertir; otomatik olarak trakeotomi gerekir.,"[{""text"": ""dejenerasyon"", ""type"": ""Disease""}, {""text"": ""trakeotomi"", ""type"": ""Procedure""}, {""text"": ""boğaz"", ""type"": ""Anatomy""}]",,,,trakeotomi,boğaz,,açıklama,kaygı,başlangıç,Üst endoskopik ultrason yapın.,"Ağrı,"" ateş ve sık idrara çıkma birlikte pankreatik kisti düşündürebilir.","[SPEAKER=Foreman] [PROCEDURE=trakeotomi] [ORGAN=boğaz] [PREV=Ağrı,"" ateş ve sık idrara çıkma birlikte pankreatik kisti düşündürebilir. || Üst endoskopik ultrason yapın.] [TEXT=Boyun kaslarındaki dejenerasyon nedeniyle skop boğazı çökertir; otomatik olarak trakeotomi gerekir.]",False
3,1,House,"salya akması,"" boğulma",,,,açıklama,değerlendirme,0,nötr,boğaz,Addison hastalığı,,"Salya akıtmıyor"","" başını dik tutabiliyor ve yemek yerken boğulmuyor",[],"salya akması, "" boğulma",,,,boğaz,,açıklama,nötr,değerlendirme,Boyun kaslarındaki dejenerasyon nedeniyle skop boğazı çökertir; otomatik olarak trakeotomi gerekir.,Üst endoskopik ultrason yapın.,"[SPEAKER=House] [SYMPTOM=salya akması, "" boğulma] [ORGAN=boğaz] [PREV=Üst endoskopik ultrason yapın. || Boyun kaslarındaki dejenerasyon nedeniyle skop boğazı çökertir; otomatik olarak trakeotomi gerekir.] [TEXT=Salya akıtmıyor"","" başını dik tutabiliyor ve yemek yerken boğulmuyor]",False
3,1,House,,MRI,,,açıklama,hipotez,0,nötr,beyin,Addison hastalığı,,"Eğer bu eski öykü değil de aktif bir süreçse,"" en azından iletişim kurmasını sağlayabiliriz.","[{""text"": ""MRI"", ""type"": ""Test""}, {""text"": ""beyin"", ""type"": ""Anatomy""}]",,MRI,,,beyin,,açıklama,nötr,hipotez,Beyin zarını görmek için kontrastlı görüntüleme yapmalıyız.,Bu tablo yeni bir vaskülit ya da meninkslerde mikrotümörler yüzünden olabilir.,"[SPEAKER=House] [TEST=MRI] [ORGAN=beyin] [PREV=Bu tablo yeni bir vaskülit ya da meninkslerde mikrotümörler yüzünden olabilir. || Beyin zarını görmek için kontrastlı görüntüleme yapmalıyız.] [TEXT=Eğer bu eski öykü değil de aktif bir süreçse,"" en azından iletişim kurmasını sağlayabiliriz.]",False
3,1,Chase,,spinal kontrast MRI,,,açıklama,test,0,nötr,"omurilik, beyin",Addison hastalığı,,"Kontrast madde omurilik kanalından verildi,"" sıradaki durak beyin.","[{""text"": ""kontrast madde"", ""type"": ""Test""}, {""text"": ""omurilik"", ""type"": ""Anatomy""}, {""text"": ""beyin"", ""type"": ""Anatomy""}]",,spinal kontrast MRI,,,"omurilik, beyin",,açıklama,nötr,test,"Eğer bu eski öykü değil de aktif bir süreçse,"" en azından iletişim kurmasını sağlayabiliriz.",Beyin zarını görmek için kontrastlı görüntüleme yapmalıyız.,"[SPEAKER=Chase] [TEST=spinal kontrast MRI] [ORGAN=omurilik, beyin] [PREV=Beyin zarını görmek için kontrastlı görüntüleme yapmalıyız. || Eğer bu eski öykü değil de aktif bir süreçse,"" en azından iletişim kurmasını sağlayabiliriz.] [TEXT=Kontrast madde omurilik kanalından verildi,"" sıradaki durak beyin.]",False
3,1,Chase,"kulaktan kanama,"" BOS kaçağı",,,cerrahi onarım,açıklama,değerlendirme,0,kaygı,kulak,Addison hastalığı,,Hastanın kulağından kanama başladı,[],"kulaktan kanama, "" BOS kaçağı",,,cerrahi onarım,kulak,,değerlendirme,kaygı,değerlendirme,Tansiyonu yüksek ama meninkslerde kanama görünmüyor.,"Kontrast madde omurilik kanalından verildi,"" sıradaki durak beyin.","[SPEAKER=Chase] [SYMPTOM=kulaktan kanama, "" BOS kaçağı] [PROCEDURE=cerrahi onarım] [ORGAN=kulak] [PREV=Kontrast madde omurilik kanalından verildi,"" sıradaki durak beyin. || Tansiyonu yüksek ama meninkslerde kanama görünmüyor.] [TEXT=Hastanın kulağından kanama başladı]",False
3,1,House,,"kan tahlili,"" beyin taraması",,,diğer,test,0,nötr,beyin,Addison hastalığı,,Geçmişte yapılmış bütün kan tahlillerini tekrarlayın ve beyni yeniden tarayın.,"[{""text"": ""kan tahlili"", ""type"": ""Test""}, {""text"": ""beyin taraması"", ""type"": ""Test""}, {""text"": ""beyin"", ""type"": ""Anatomy""}]",,"kan tahlili, "" beyin taraması",,,beyin,,diğer,nötr,test,Hastanın kulağından kanama başladı,Tansiyonu yüksek ama meninkslerde kanama görünmüyor.,"[SPEAKER=House] [TEST=kan tahlili, "" beyin taraması] [ORGAN=beyin] [PREV=Tansiyonu yüksek ama meninkslerde kanama görünmüyor. || Hastanın kulağından kanama başladı] [TEXT=Geçmişte yapılmış bütün kan tahlillerini tekrarlayın ve beyni yeniden tarayın.]",False
3,1,House,bacak ağrısı,,"Vicodin,"" ibuprofen",,açıklama,değerlendirme,0,nötr,bacak,Addison hastalığı,,Bacağımda ilk kez yeniden ağrı hissettim,[],bacak ağrısı,,"Vicodin, "" ibuprofen",,bacak,,açıklama,nötr,değerlendirme,Geçmişte yapılmış bütün kan tahlillerini tekrarlayın ve beyni yeniden tarayın.,Hastanın kulağından kanama başladı,"[SPEAKER=House] [SYMPTOM=bacak ağrısı] [DRUG=Vicodin, "" ibuprofen] [ORGAN=bacak] [PREV=Hastanın kulağından kanama başladı || Geçmişte yapılmış bütün kan tahlillerini tekrarlayın ve beyni yeniden tarayın.] [TEXT=Bacağımda ilk kez yeniden ağrı hissettim]",False
3,1,House,vücut ısısını ayarlayamama,,,,açıklama,hipotez,0,nötr,hipotalamus,Addison hastalığı,,"Havuz olayı intihar girişimi değil,"" vücut ısısını düzenleyemediği için olmuş olabilir",[],vücut ısısını ayarlayamama,,,,hipotalamus,,açıklama,nötr,hipotez,Bacağımda ilk kez yeniden ağrı hissettim,Geçmişte yapılmış bütün kan tahlillerini tekrarlayın ve beyni yeniden tarayın.,"[SPEAKER=House] [SYMPTOM=vücut ısısını ayarlayamama] [ORGAN=hipotalamus] [PREV=Geçmişte yapılmış bütün kan tahlillerini tekrarlayın ve beyni yeniden tarayın. || Bacağımda ilk kez yeniden ağrı hissettim] [TEXT=Havuz olayı intihar girişimi değil,"" vücut ısısını düzenleyemediği için olmuş olabilir]",False
3,1,Cuddy,,,kortizol,enjeksiyon,tedavi,tedavi,0,nötr,,Addison hastalığı,,Hastaya kortizol enjekte etti.,"[{""text"": ""kortizol"", ""type"": ""Drug""}, {""text"": ""enjeksiyon"", ""type"": ""Procedure""}]",,,kortizol,enjeksiyon,,,tedavi,nötr,tedavi,Hipotalamustaki skar dokusu hipofize baskı yapıyorsa adrenal bezler kapanır,"Havuz olayı intihar girişimi değil,"" vücut ısısını düzenleyemediği için olmuş olabilir","[SPEAKER=Cuddy] [DRUG=kortizol] [PROCEDURE=enjeksiyon] [PREV=Havuz olayı intihar girişimi değil,"" vücut ısısını düzenleyemediği için olmuş olabilir || Hipotalamustaki skar dokusu hipofize baskı yapıyorsa adrenal bezler kapanır] [TEXT=Hastaya kortizol enjekte etti.]",False
3,1,Richard,hareket geri dönüşü,,,,açıklama,kesin_tanı,0,umut,,Addison hastalığı,,"Kortizolden sonra kolunu oynattı,"" ayağa kalktı ve denge kurmaya başladı.","[{""text"": ""hareket geri dönüşü"", ""type"": ""Symptom""}, {""text"": ""kortizol"", ""type"": ""Drug""}]",hareket geri dönüşü,,,,,,değerlendirme,umut,kesin_tanı,Hastaya kortizol enjekte etti.,Hipotalamustaki skar dokusu hipofize baskı yapıyorsa adrenal bezler kapanır,"[SPEAKER=Richard] [SYMPTOM=hareket geri dönüşü] [PREV=Hipotalamustaki skar dokusu hipofize baskı yapıyorsa adrenal bezler kapanır || Hastaya kortizol enjekte etti.] [TEXT=Kortizolden sonra kolunu oynattı,"" ayağa kalktı ve denge kurmaya başladı.]",False
3,2,Cameron,rektal kanama,,,,hipotez,hipotez,0,nötr,rektum,kimerizm,,Rektal kanama ve uzaylı kaçırılma fantezisi en olası olarak cinsel istismarı düşündürüyor.,"[{""text"": ""rektal kanama"", ""type"": ""Symptom""}, {""text"": ""cinsel istismar"", ""type"": ""Disease""}]",rektal kanama,,,,rektum,,hipotez,nötr,hipotez,,,[SPEAKER=Cameron] [SYMPTOM=rektal kanama] [ORGAN=rektum] [TEXT=Rektal kanama ve uzaylı kaçırılma fantezisi en olası olarak cinsel istismarı düşündürüyor.],False
3,2,Foreman,,cinsel saldırı kiti,,,açıklama,değerlendirme,0,nötr,,kimerizm,,"Acilde cinsel saldırı kiti yapıldı, yırtık,"" semen ya da pubik kıl bulunmadı.","[{""text"": ""cinsel saldırı kiti"", ""type"": ""Test""}]",,cinsel saldırı kiti,,,,,açıklama,nötr,değerlendirme,Rektal kanama ve uzaylı kaçırılma fantezisi en olası olarak cinsel istismarı düşündürüyor.,,"[SPEAKER=Foreman] [TEST=cinsel saldırı kiti] [PREV=Rektal kanama ve uzaylı kaçırılma fantezisi en olası olarak cinsel istismarı düşündürüyor.] [TEXT=Acilde cinsel saldırı kiti yapıldı, yırtık,"" semen ya da pubik kıl bulunmadı.]",False
3,2,Foreman,"nörolojik sorunlar,"" kanama",,,,açıklama,hipotez,0,nötr,sinir sistemi,kimerizm,,Yeni araştırmalar nörolojik sorunlarla kanama bozuklukları arasında bağlantı olabileceğini gösteriyor.,"[{""text"": ""nörolojik sorunlar"", ""type"": ""Symptom""}, {""text"": ""kanama bozukluğu"", ""type"": ""Disease""}]","nörolojik sorunlar, "" kanama",,,,sinir sistemi,,açıklama,nötr,hipotez,"Acilde cinsel saldırı kiti yapıldı, yırtık,"" semen ya da pubik kıl bulunmadı.",Rektal kanama ve uzaylı kaçırılma fantezisi en olası olarak cinsel istismarı düşündürüyor.,"[SPEAKER=Foreman] [SYMPTOM=nörolojik sorunlar, "" kanama] [ORGAN=sinir sistemi] [PREV=Rektal kanama ve uzaylı kaçırılma fantezisi en olası olarak cinsel istismarı düşündürüyor. || Acilde cinsel saldırı kiti yapıldı, yırtık,"" semen ya da pubik kıl bulunmadı.] [TEXT=Yeni araştırmalar nörolojik sorunlarla kanama bozuklukları arasında bağlantı olabileceğini gösteriyor.]",False
3,2,House,rektal kanama,"PT, PTT,"" kanama zamanı",,üst ve alt endoskopi,diğer,test,0,nötr,gastrointestinal sistem,kimerizm,,Geriye tek belirti olarak rektal kanama kalıyor,[],rektal kanama,"PT, PTT, "" kanama zamanı",,üst ve alt endoskopi,gastrointestinal sistem,,diğer,nötr,test,Yeni araştırmalar nörolojik sorunlarla kanama bozuklukları arasında bağlantı olabileceğini gösteriyor.,"Acilde cinsel saldırı kiti yapıldı, yırtık,"" semen ya da pubik kıl bulunmadı.","[SPEAKER=House] [SYMPTOM=rektal kanama] [TEST=PT, PTT, "" kanama zamanı] [PROCEDURE=üst ve alt endoskopi] [ORGAN=gastrointestinal sistem] [PREV=Acilde cinsel saldırı kiti yapıldı, yırtık,"" semen ya da pubik kıl bulunmadı. || Yeni araştırmalar nörolojik sorunlarla kanama bozuklukları arasında bağlantı olabileceğini gösteriyor.] [TEXT=Geriye tek belirti olarak rektal kanama kalıyor]",False
3,2,Chase,,kanama zamanı testi,,küçük insizyon,açıklama,test,0,nötr,önkol,kimerizm,,Önkoluna küçük bir kesi yapıp kanamanın ne kadar sürede durduğunu ölçeceğiz.,"[{""text"": ""kanama zamanı testi"", ""type"": ""Test""}, {""text"": ""küçük insizyon"", ""type"": ""Procedure""}, {""text"": ""önkol"", ""type"": ""Anatomy""}]",,kanama zamanı testi,,küçük insizyon,önkol,,açıklama,nötr,test,Geriye tek belirti olarak rektal kanama kalıyor,Yeni araştırmalar nörolojik sorunlarla kanama bozuklukları arasında bağlantı olabileceğini gösteriyor.,[SPEAKER=Chase] [TEST=kanama zamanı testi] [PROCEDURE=küçük insizyon] [ORGAN=önkol] [PREV=Yeni araştırmalar nörolojik sorunlarla kanama bozuklukları arasında bağlantı olabileceğini gösteriyor. || Geriye tek belirti olarak rektal kanama kalıyor] [TEXT=Önkoluna küçük bir kesi yapıp kanamanın ne kadar sürede durduğunu ölçeceğiz.],False
